"Type","Description"
"Error","E21018: Enhanced Mobi building failure, while parsing content in the file. Content: <img> in file: /private/var/folders/26/56bpwjwj1jjdf17jfbmxt1d80000gp/T/5c3e734a-6dc2-4863-8b64-f62ebded4e7d/cTemp/mTemp/mobi-xzbQpM/381.html line: 142","","","",""
"Notice","W14010: media file not found  /private/var/folders/26/56bpwjwj1jjdf17jfbmxt1d80000gp/T/5c3e734a-6dc2-4863-8b64-f62ebded4e7d/cTemp/mTemp/mobi-xzbQpM/https:/camo.githubusercontent.com/ba081bbc4eadcaea27b3caa9921eb8247154a8f1f972a8c2f7449eaf656c078b/68747470733a2f2f692e696d6775722e636f6d2f585432774348462e706e67","","","",""
"Notice","W14010: media file not found  /private/var/folders/26/56bpwjwj1jjdf17jfbmxt1d80000gp/T/5c3e734a-6dc2-4863-8b64-f62ebded4e7d/cTemp/mTemp/mobi-xzbQpM/https:/camo.githubusercontent.com/73252dfc42feb427796188773575bec8737dff1bde53bd559f281eaefa216106/68747470733a2f2f692e696d6775722e636f6d2f633459686b45322e706e67","","","",""
"Notice","W14010: media file not found  /private/var/folders/26/56bpwjwj1jjdf17jfbmxt1d80000gp/T/5c3e734a-6dc2-4863-8b64-f62ebded4e7d/cTemp/mTemp/mobi-xzbQpM/https:/camo.githubusercontent.com/dd4040e3cfa48e4ecd1d33f446cc54609bff2a4df64136613a8613ae98fcbd26/68747470733a2f2f692e696d6775722e636f6d2f724973705a67732e706e67","","","",""
"Notice","W14010: media file not found  /private/var/folders/26/56bpwjwj1jjdf17jfbmxt1d80000gp/T/5c3e734a-6dc2-4863-8b64-f62ebded4e7d/cTemp/mTemp/mobi-xzbQpM/https:/camo.githubusercontent.com/1919d5b1c44e052725f502a93cf07dde449fcd63ee6d88862b09f88c86473a64/68747470733a2f2f692e696d6775722e636f6d2f384f63586579312e706e67","","","",""
"Notice","W14010: media file not found  /private/var/folders/26/56bpwjwj1jjdf17jfbmxt1d80000gp/T/5c3e734a-6dc2-4863-8b64-f62ebded4e7d/cTemp/mTemp/mobi-xzbQpM/https:/camo.githubusercontent.com/93fccdb31cb958c3dec8a4a6949bd350431a2117d12a70354c0e901d3add74ff/68747470733a2f2f692e696d6775722e636f6d2f4b317734626b382e706e67","","","",""
"Notice","W14010: media file not found  /private/var/folders/26/56bpwjwj1jjdf17jfbmxt1d80000gp/T/5c3e734a-6dc2-4863-8b64-f62ebded4e7d/cTemp/mTemp/mobi-xzbQpM/https:/camo.githubusercontent.com/c50f547679204a0cc9254bc314561486ed0eaf2263262283d172d0ab765e6406/68747470733a2f2f692e696d6775722e636f6d2f544c38636645442e706e67","","","",""
"Notice","W14010: media file not found  /private/var/folders/26/56bpwjwj1jjdf17jfbmxt1d80000gp/T/5c3e734a-6dc2-4863-8b64-f62ebded4e7d/cTemp/mTemp/mobi-xzbQpM/https:/camo.githubusercontent.com/10ddab2a6095aeebee2841bed133119e1aa152c41f6d9cdeef748d2259a136cb/68747470733a2f2f692e696d6775722e636f6d2f557955655839662e706e67","","","",""
"Notice","W14010: media file not found  /private/var/folders/26/56bpwjwj1jjdf17jfbmxt1d80000gp/T/5c3e734a-6dc2-4863-8b64-f62ebded4e7d/cTemp/mTemp/mobi-xzbQpM/https:/camo.githubusercontent.com/d14280ab9dc1743e1263886b658b4964679c3bc592a4e53a3cc55e2432d2fc80/68747470733a2f2f692e696d6775722e636f6d2f39547036754d4a2e706e67","","","",""
"Notice","W14010: media file not found  /private/var/folders/26/56bpwjwj1jjdf17jfbmxt1d80000gp/T/5c3e734a-6dc2-4863-8b64-f62ebded4e7d/cTemp/mTemp/mobi-xzbQpM/https:/camo.githubusercontent.com/43f1e9421fca6aa8d86c40f8c27dea4d80c57cb0f4ff0a877fd9a133375e4770/68747470733a2f2f692e696d6775722e636f6d2f3256317039776d2e706e67","","","",""
"Notice","W14010: media file not found  /private/var/folders/26/56bpwjwj1jjdf17jfbmxt1d80000gp/T/5c3e734a-6dc2-4863-8b64-f62ebded4e7d/cTemp/mTemp/mobi-xzbQpM/https:/camo.githubusercontent.com/f0667aa54e8bcaa6a4d2f34bf36b49bf969f3afe911c09d8e50c84101ad45056/68747470733a2f2f692e696d6775722e636f6d2f4b3247434d63512e706e67","","","",""
"Notice","W14010: media file not found  /private/var/folders/26/56bpwjwj1jjdf17jfbmxt1d80000gp/T/5c3e734a-6dc2-4863-8b64-f62ebded4e7d/cTemp/mTemp/mobi-xzbQpM/https:/camo.githubusercontent.com/505b9e092e78d4ef12935e6afa544664776181e043d25a4f26620ee4a0aefd0c/68747470733a2f2f692e696d6775722e636f6d2f6846704b5a76672e706e67","","","",""
"Notice","W14010: media file not found  /private/var/folders/26/56bpwjwj1jjdf17jfbmxt1d80000gp/T/5c3e734a-6dc2-4863-8b64-f62ebded4e7d/cTemp/mTemp/mobi-xzbQpM/https:/camo.githubusercontent.com/d96ae740ed0a72cff45471f0e8640ff8608b3113cfd27487bfbfd9a167447e3a/68747470733a2f2f692e696d6775722e636f6d2f654178774747752e706e67","","","",""
"Notice","W14010: media file not found  /private/var/folders/26/56bpwjwj1jjdf17jfbmxt1d80000gp/T/5c3e734a-6dc2-4863-8b64-f62ebded4e7d/cTemp/mTemp/mobi-xzbQpM/https:/camo.githubusercontent.com/8c1efbb1632f52b9de1743694350b8a9645393af6e5c0b95c6176d1e7e350a24/68747470733a2f2f692e696d6775722e636f6d2f587a43536b30432e706e67","","","",""
"Notice","W14010: media file not found  /private/var/folders/26/56bpwjwj1jjdf17jfbmxt1d80000gp/T/5c3e734a-6dc2-4863-8b64-f62ebded4e7d/cTemp/mTemp/mobi-xzbQpM/https:/camo.githubusercontent.com/a24b461a81357fe43960108fa43b7964b4fcb61a10f8dea7859ac76165f2edef/68747470733a2f2f692e696d6775722e636f6d2f4d3442545651482e706e67","","","",""
"Notice","W14010: media file not found  /private/var/folders/26/56bpwjwj1jjdf17jfbmxt1d80000gp/T/5c3e734a-6dc2-4863-8b64-f62ebded4e7d/cTemp/mTemp/mobi-xzbQpM/https:/camo.githubusercontent.com/112fd00ffeeaaa0a0d6b8640b81b5e7b0b40521ee2e78059120bda93a05e1bd7/68747470733a2f2f692e696d6775722e636f6d2f495258633754662e706e67","","","",""
"Notice","W14010: media file not found  /private/var/folders/26/56bpwjwj1jjdf17jfbmxt1d80000gp/T/5c3e734a-6dc2-4863-8b64-f62ebded4e7d/cTemp/mTemp/mobi-xzbQpM/https:/camo.githubusercontent.com/eb71f67ea831fa2583f0bac9c4d2e4e277b52c57c4c0b30836866851089eed55/68747470733a2f2f692e696d6775722e636f6d2f45375878634c722e706e67","","","",""
"Notice","W14010: media file not found  /private/var/folders/26/56bpwjwj1jjdf17jfbmxt1d80000gp/T/5c3e734a-6dc2-4863-8b64-f62ebded4e7d/cTemp/mTemp/mobi-xzbQpM/https:/camo.githubusercontent.com/2b63c31284ddf522785b392b5986649839da78b1fb312f5ddd354a9f0d38cfd5/68747470733a2f2f692e696d6775722e636f6d2f6271615a3244332e706e67","","","",""
"Notice","W14010: media file not found  /private/var/folders/26/56bpwjwj1jjdf17jfbmxt1d80000gp/T/5c3e734a-6dc2-4863-8b64-f62ebded4e7d/cTemp/sites/default/files/img/IMG_8556.jpg","","","",""
"Notice","W14010: media file not found  /private/var/folders/26/56bpwjwj1jjdf17jfbmxt1d80000gp/T/5c3e734a-6dc2-4863-8b64-f62ebded4e7d/cTemp/sites/default/files/styles/dalle/public/img/IMG_8556454a.jpg?itok=8IBkABwX","","","",""
"Notice","W14010: media file not found  /private/var/folders/26/56bpwjwj1jjdf17jfbmxt1d80000gp/T/5c3e734a-6dc2-4863-8b64-f62ebded4e7d/cTemp/mTemp/mobi-xzbQpM/https:/releaf.site/sites/default/files/img/DALL·E 2023-06-13 07.09.30 - SolarPunk style Biomimicry & Fractals_ Magic for Plants. people of all ages walk near verdant towers.png","","","",""
"Notice","W14010: media file not found  /private/var/folders/26/56bpwjwj1jjdf17jfbmxt1d80000gp/T/5c3e734a-6dc2-4863-8b64-f62ebded4e7d/cTemp/sites/default/files/img/IMG_0054.jpg","","","",""
"Notice","W14010: media file not found  /private/var/folders/26/56bpwjwj1jjdf17jfbmxt1d80000gp/T/5c3e734a-6dc2-4863-8b64-f62ebded4e7d/cTemp/sites/default/files/styles/dalle/public/img/IMG_0054d749.jpg?itok=uSlF3UQd","","","",""
"Notice","W14010: media file not found  /private/var/folders/26/56bpwjwj1jjdf17jfbmxt1d80000gp/T/5c3e734a-6dc2-4863-8b64-f62ebded4e7d/cTemp/sites/default/files/img/IMG_0034.jpg","","","",""
"Notice","W14010: media file not found  /private/var/folders/26/56bpwjwj1jjdf17jfbmxt1d80000gp/T/5c3e734a-6dc2-4863-8b64-f62ebded4e7d/cTemp/sites/default/files/styles/dalle/public/img/IMG_0034dda9.jpg?itok=Iw0YF3Lx","","","",""
"Notice","W14010: media file not found  /private/var/folders/26/56bpwjwj1jjdf17jfbmxt1d80000gp/T/5c3e734a-6dc2-4863-8b64-f62ebded4e7d/cTemp/sites/default/files/img/IMG_6639_Original.jpg","","","",""
"Notice","W14010: media file not found  /private/var/folders/26/56bpwjwj1jjdf17jfbmxt1d80000gp/T/5c3e734a-6dc2-4863-8b64-f62ebded4e7d/cTemp/sites/default/files/styles/dalle/public/img/IMG_6639_Original53cf.jpg?itok=ZMlMcgcS","","","",""
"Notice","W14010: media file not found  /private/var/folders/26/56bpwjwj1jjdf17jfbmxt1d80000gp/T/5c3e734a-6dc2-4863-8b64-f62ebded4e7d/cTemp/sites/default/files/img/DALL·E 2023-06-13 07.11.35.png","","","",""
"Notice","W14010: media file not found  /private/var/folders/26/56bpwjwj1jjdf17jfbmxt1d80000gp/T/5c3e734a-6dc2-4863-8b64-f62ebded4e7d/cTemp/sites/default/files/styles/dalle/public/img/DALL·E 2023-06-13 07.11.35b625.png?itok=4D6AIWLH","","","",""
"Notice","W14010: media file not found  /private/var/folders/26/56bpwjwj1jjdf17jfbmxt1d80000gp/T/5c3e734a-6dc2-4863-8b64-f62ebded4e7d/cTemp/sites/default/files/img/DALL·E 2023-06-13 07.09.30 - SolarPunk style Biomimicry & Fractals_ Magic for Plants. people of all ages walk near verdant towers.png","","","",""
"Notice","W14010: media file not found  /private/var/folders/26/56bpwjwj1jjdf17jfbmxt1d80000gp/T/5c3e734a-6dc2-4863-8b64-f62ebded4e7d/cTemp/sites/default/files/img/DALL·E 2023-06-13 04.14.00.png","","","",""
"Notice","W14010: media file not found  /private/var/folders/26/56bpwjwj1jjdf17jfbmxt1d80000gp/T/5c3e734a-6dc2-4863-8b64-f62ebded4e7d/cTemp/sites/default/files/styles/dalle/public/img/DALL·E 2023-06-13 04.14.0036b9.png?itok=FKCPVzmf","","","",""
"Notice","W14010: media file not found  /private/var/folders/26/56bpwjwj1jjdf17jfbmxt1d80000gp/T/5c3e734a-6dc2-4863-8b64-f62ebded4e7d/cTemp/sites/default/files/img/IMG_7464.jpg","","","",""
"Notice","W14010: media file not found  /private/var/folders/26/56bpwjwj1jjdf17jfbmxt1d80000gp/T/5c3e734a-6dc2-4863-8b64-f62ebded4e7d/cTemp/sites/default/files/styles/dalle/public/img/IMG_74646b71.jpg?itok=kgEPQWYo","","","",""
"Notice","W14010: media file not found  /private/var/folders/26/56bpwjwj1jjdf17jfbmxt1d80000gp/T/5c3e734a-6dc2-4863-8b64-f62ebded4e7d/cTemp/mTemp/mobi-xzbQpM/https:/releaf.site/sites/default/files/img/IMG_7609.jpeg","","","",""
"Notice","W14010: media file not found  /private/var/folders/26/56bpwjwj1jjdf17jfbmxt1d80000gp/T/5c3e734a-6dc2-4863-8b64-f62ebded4e7d/cTemp/mTemp/mobi-xzbQpM/https:/releaf.site/sites/default/files/styles/dalle/public/img/IMG_7609.jpeg?itok=waXXyH1A","","","",""
"Notice","W14010: media file not found  /private/var/folders/26/56bpwjwj1jjdf17jfbmxt1d80000gp/T/5c3e734a-6dc2-4863-8b64-f62ebded4e7d/cTemp/sites/default/files/img/IMG_0049.jpg","","","",""
"Notice","W14010: media file not found  /private/var/folders/26/56bpwjwj1jjdf17jfbmxt1d80000gp/T/5c3e734a-6dc2-4863-8b64-f62ebded4e7d/cTemp/sites/default/files/styles/dalle/public/img/IMG_0049d0e7.jpg?itok=SGjkl-NY","","","",""
"Notice","W14010: media file not found  /private/var/folders/26/56bpwjwj1jjdf17jfbmxt1d80000gp/T/5c3e734a-6dc2-4863-8b64-f62ebded4e7d/cTemp/sites/default/files/img/IMG_0059.jpg","","","",""
"Notice","W14010: media file not found  /private/var/folders/26/56bpwjwj1jjdf17jfbmxt1d80000gp/T/5c3e734a-6dc2-4863-8b64-f62ebded4e7d/cTemp/sites/default/files/styles/dalle/public/img/IMG_00597552.jpg?itok=kHLFrAmB","","","",""
"Notice","W14010: media file not found  /private/var/folders/26/56bpwjwj1jjdf17jfbmxt1d80000gp/T/5c3e734a-6dc2-4863-8b64-f62ebded4e7d/cTemp/sites/default/files/img/IMG_0029.jpg","","","",""
"Notice","W14010: media file not found  /private/var/folders/26/56bpwjwj1jjdf17jfbmxt1d80000gp/T/5c3e734a-6dc2-4863-8b64-f62ebded4e7d/cTemp/sites/default/files/styles/dalle/public/img/IMG_0029baba.jpg?itok=jjceFmwM","","","",""
"Notice","W14010: media file not found  /private/var/folders/26/56bpwjwj1jjdf17jfbmxt1d80000gp/T/5c3e734a-6dc2-4863-8b64-f62ebded4e7d/cTemp/sites/default/files/img/IMG_0047.jpg","","","",""
"Notice","W14010: media file not found  /private/var/folders/26/56bpwjwj1jjdf17jfbmxt1d80000gp/T/5c3e734a-6dc2-4863-8b64-f62ebded4e7d/cTemp/sites/default/files/styles/dalle/public/img/IMG_004703bd.jpg?itok=pEToZ-CR","","","",""
"Notice","W14010: media file not found  /private/var/folders/26/56bpwjwj1jjdf17jfbmxt1d80000gp/T/5c3e734a-6dc2-4863-8b64-f62ebded4e7d/cTemp/sites/default/files/img/IMG_6449_Original.jpg","","","",""
"Notice","W14010: media file not found  /private/var/folders/26/56bpwjwj1jjdf17jfbmxt1d80000gp/T/5c3e734a-6dc2-4863-8b64-f62ebded4e7d/cTemp/sites/default/files/styles/dalle/public/img/IMG_6449_Originale6f8.jpg?itok=3py_d40e","","","",""
"Notice","W14010: media file not found  /private/var/folders/26/56bpwjwj1jjdf17jfbmxt1d80000gp/T/5c3e734a-6dc2-4863-8b64-f62ebded4e7d/cTemp/sites/default/files/img/IMG_7591.jpg","","","",""
"Notice","W14010: media file not found  /private/var/folders/26/56bpwjwj1jjdf17jfbmxt1d80000gp/T/5c3e734a-6dc2-4863-8b64-f62ebded4e7d/cTemp/sites/default/files/styles/dalle/public/img/IMG_75910957.jpg?itok=HKuSksnE","","","",""
"Notice","W14010: media file not found  /private/var/folders/26/56bpwjwj1jjdf17jfbmxt1d80000gp/T/5c3e734a-6dc2-4863-8b64-f62ebded4e7d/cTemp/sites/default/files/img/IMG_5894_Original.jpg","","","",""
"Notice","W14010: media file not found  /private/var/folders/26/56bpwjwj1jjdf17jfbmxt1d80000gp/T/5c3e734a-6dc2-4863-8b64-f62ebded4e7d/cTemp/sites/default/files/styles/dalle/public/img/IMG_5894_Original20d1.jpg?itok=wHFW19V5","","","",""
"Notice","W14010: media file not found  /private/var/folders/26/56bpwjwj1jjdf17jfbmxt1d80000gp/T/5c3e734a-6dc2-4863-8b64-f62ebded4e7d/cTemp/sites/default/files/img/IMG_5925_Original.jpg","","","",""
"Notice","W14010: media file not found  /private/var/folders/26/56bpwjwj1jjdf17jfbmxt1d80000gp/T/5c3e734a-6dc2-4863-8b64-f62ebded4e7d/cTemp/sites/default/files/styles/dalle/public/img/IMG_5925_Originale862.jpg?itok=5N4qnm24","","","",""
"Notice","W14010: media file not found  /private/var/folders/26/56bpwjwj1jjdf17jfbmxt1d80000gp/T/5c3e734a-6dc2-4863-8b64-f62ebded4e7d/cTemp/sites/default/files/img/IMG_7603.jpg","","","",""
"Notice","W14010: media file not found  /private/var/folders/26/56bpwjwj1jjdf17jfbmxt1d80000gp/T/5c3e734a-6dc2-4863-8b64-f62ebded4e7d/cTemp/sites/default/files/styles/dalle/public/img/IMG_760355be.jpg?itok=kgt4My6_","","","",""
"Notice","W14010: media file not found  /private/var/folders/26/56bpwjwj1jjdf17jfbmxt1d80000gp/T/5c3e734a-6dc2-4863-8b64-f62ebded4e7d/cTemp/sites/default/files/img/IMG_3565_Original.jpg","","","",""
"Notice","W14010: media file not found  /private/var/folders/26/56bpwjwj1jjdf17jfbmxt1d80000gp/T/5c3e734a-6dc2-4863-8b64-f62ebded4e7d/cTemp/sites/default/files/styles/dalle/public/img/IMG_3565_Originalc245.jpg?itok=hSZsNSgI","","","",""
"Notice","W14010: media file not found  /private/var/folders/26/56bpwjwj1jjdf17jfbmxt1d80000gp/T/5c3e734a-6dc2-4863-8b64-f62ebded4e7d/cTemp/sites/default/files/img/IMG_6430_Original.jpg","","","",""
"Notice","W14010: media file not found  /private/var/folders/26/56bpwjwj1jjdf17jfbmxt1d80000gp/T/5c3e734a-6dc2-4863-8b64-f62ebded4e7d/cTemp/sites/default/files/styles/dalle/public/img/IMG_6430_Originalc0cd.jpg?itok=qtfKGOGm","","","",""
"Notice","W14010: media file not found  /private/var/folders/26/56bpwjwj1jjdf17jfbmxt1d80000gp/T/5c3e734a-6dc2-4863-8b64-f62ebded4e7d/cTemp/sites/default/files/img/DALL·E 2023-06-14 19.04.51.png","","","",""
"Notice","W14010: media file not found  /private/var/folders/26/56bpwjwj1jjdf17jfbmxt1d80000gp/T/5c3e734a-6dc2-4863-8b64-f62ebded4e7d/cTemp/sites/default/files/styles/dalle/public/img/DALL·E 2023-06-14 19.04.51819e.png?itok=tkB-c4LA","","","",""
"Notice","W14010: media file not found  /private/var/folders/26/56bpwjwj1jjdf17jfbmxt1d80000gp/T/5c3e734a-6dc2-4863-8b64-f62ebded4e7d/cTemp/sites/default/files/img/IMG_7547.png","","","",""
"Notice","W14010: media file not found  /private/var/folders/26/56bpwjwj1jjdf17jfbmxt1d80000gp/T/5c3e734a-6dc2-4863-8b64-f62ebded4e7d/cTemp/sites/default/files/styles/dalle/public/img/IMG_75471b7f.png?itok=UbAsqkAr","","","",""
"Notice","W14010: media file not found  /private/var/folders/26/56bpwjwj1jjdf17jfbmxt1d80000gp/T/5c3e734a-6dc2-4863-8b64-f62ebded4e7d/cTemp/sites/default/files/img/IMG_7660_0.jpg","","","",""
"Notice","W14010: media file not found  /private/var/folders/26/56bpwjwj1jjdf17jfbmxt1d80000gp/T/5c3e734a-6dc2-4863-8b64-f62ebded4e7d/cTemp/sites/default/files/styles/dalle/public/img/IMG_7660_043cb.jpg?itok=FWxl7QFd","","","",""
"Notice","W14010: media file not found  /private/var/folders/26/56bpwjwj1jjdf17jfbmxt1d80000gp/T/5c3e734a-6dc2-4863-8b64-f62ebded4e7d/cTemp/sites/default/files/img/IMG_0043.jpg","","","",""
"Notice","W14010: media file not found  /private/var/folders/26/56bpwjwj1jjdf17jfbmxt1d80000gp/T/5c3e734a-6dc2-4863-8b64-f62ebded4e7d/cTemp/sites/default/files/styles/dalle/public/img/IMG_00434054.jpg?itok=yhl_4K6n","","","",""
"Notice","W14010: media file not found  /private/var/folders/26/56bpwjwj1jjdf17jfbmxt1d80000gp/T/5c3e734a-6dc2-4863-8b64-f62ebded4e7d/cTemp/sites/default/files/img/IMG_0053.jpg","","","",""
"Notice","W14010: media file not found  /private/var/folders/26/56bpwjwj1jjdf17jfbmxt1d80000gp/T/5c3e734a-6dc2-4863-8b64-f62ebded4e7d/cTemp/sites/default/files/styles/dalle/public/img/IMG_0053f807.jpg?itok=kQU_RaDS","","","",""
"Notice","W14010: media file not found  /private/var/folders/26/56bpwjwj1jjdf17jfbmxt1d80000gp/T/5c3e734a-6dc2-4863-8b64-f62ebded4e7d/cTemp/sites/default/files/img/DALL·E 2023-06-13 07.07.59 - SolarPunk style Biomimicry & Fractals_ Magic for Plants. people of all ages walk near verdant towers.png","","","",""
"Notice","W14010: media file not found  /private/var/folders/26/56bpwjwj1jjdf17jfbmxt1d80000gp/T/5c3e734a-6dc2-4863-8b64-f62ebded4e7d/cTemp/sites/default/files/styles/dalle/public/img/DALL·E 2023-06-13 07.09.30 - SolarPunk style Biomimicry & Fractals_ Magic for Plants. people of all ages walk near verdant towers70b9.png?itok=JMLo9iNL","","","",""
"Notice","W14010: media file not found  /private/var/folders/26/56bpwjwj1jjdf17jfbmxt1d80000gp/T/5c3e734a-6dc2-4863-8b64-f62ebded4e7d/cTemp/sites/default/files/styles/dalle/public/img/DALL·E 2023-06-13 07.07.59 - SolarPunk style Biomimicry & Fractals_ Magic for Plants. people of all ages walk near verdant towers488e.png?itok=DaOaaZeZ","","","",""
"Notice","W14010: media file not found  /private/var/folders/26/56bpwjwj1jjdf17jfbmxt1d80000gp/T/5c3e734a-6dc2-4863-8b64-f62ebded4e7d/cTemp/sites/default/files/img/IMG_0046.jpg","","","",""
"Notice","W14010: media file not found  /private/var/folders/26/56bpwjwj1jjdf17jfbmxt1d80000gp/T/5c3e734a-6dc2-4863-8b64-f62ebded4e7d/cTemp/sites/default/files/styles/dalle/public/img/IMG_0046227b.jpg?itok=5NSknUMX","","","",""
"Notice","W14010: media file not found  /private/var/folders/26/56bpwjwj1jjdf17jfbmxt1d80000gp/T/5c3e734a-6dc2-4863-8b64-f62ebded4e7d/cTemp/sites/default/files/img/IMG_6156_Original.png","","","",""
"Notice","W14010: media file not found  /private/var/folders/26/56bpwjwj1jjdf17jfbmxt1d80000gp/T/5c3e734a-6dc2-4863-8b64-f62ebded4e7d/cTemp/sites/default/files/styles/dalle/public/img/IMG_6156_Originald81d.png?itok=M2wIIUPT","","","",""
"Notice","W14010: media file not found  /private/var/folders/26/56bpwjwj1jjdf17jfbmxt1d80000gp/T/5c3e734a-6dc2-4863-8b64-f62ebded4e7d/cTemp/sites/default/files/img/IMG_7612.jpg","","","",""
"Notice","W14010: media file not found  /private/var/folders/26/56bpwjwj1jjdf17jfbmxt1d80000gp/T/5c3e734a-6dc2-4863-8b64-f62ebded4e7d/cTemp/sites/default/files/styles/dalle/public/img/IMG_7612b417.jpg?itok=jWIv2_2c","","","",""
"Notice","W14010: media file not found  /private/var/folders/26/56bpwjwj1jjdf17jfbmxt1d80000gp/T/5c3e734a-6dc2-4863-8b64-f62ebded4e7d/cTemp/sites/default/files/img/IMG_7564.jpg","","","",""
"Notice","W14010: media file not found  /private/var/folders/26/56bpwjwj1jjdf17jfbmxt1d80000gp/T/5c3e734a-6dc2-4863-8b64-f62ebded4e7d/cTemp/sites/default/files/styles/dalle/public/img/IMG_7564792e.jpg?itok=2mbYYRpq","","","",""
"Notice","W14010: media file not found  /private/var/folders/26/56bpwjwj1jjdf17jfbmxt1d80000gp/T/5c3e734a-6dc2-4863-8b64-f62ebded4e7d/cTemp/sites/default/files/img/IMG_7627.jpg","","","",""
"Notice","W14010: media file not found  /private/var/folders/26/56bpwjwj1jjdf17jfbmxt1d80000gp/T/5c3e734a-6dc2-4863-8b64-f62ebded4e7d/cTemp/sites/default/files/styles/dalle/public/img/IMG_7627b61a.jpg?itok=Z1bhFExN","","","",""
"Notice","W14010: media file not found  /private/var/folders/26/56bpwjwj1jjdf17jfbmxt1d80000gp/T/5c3e734a-6dc2-4863-8b64-f62ebded4e7d/cTemp/sites/default/files/img/IMG_7634.jpg","","","",""
"Notice","W14010: media file not found  /private/var/folders/26/56bpwjwj1jjdf17jfbmxt1d80000gp/T/5c3e734a-6dc2-4863-8b64-f62ebded4e7d/cTemp/sites/default/files/styles/dalle/public/img/IMG_7634c9b6.jpg?itok=eIHv--Bb","","","",""
"Notice","W14010: media file not found  /private/var/folders/26/56bpwjwj1jjdf17jfbmxt1d80000gp/T/5c3e734a-6dc2-4863-8b64-f62ebded4e7d/cTemp/sites/default/files/img/IMG_7605.jpg","","","",""
"Notice","W14010: media file not found  /private/var/folders/26/56bpwjwj1jjdf17jfbmxt1d80000gp/T/5c3e734a-6dc2-4863-8b64-f62ebded4e7d/cTemp/sites/default/files/styles/dalle/public/img/IMG_7605843d.jpg?itok=xGRN74XF","","","",""
"Notice","W14010: media file not found  /private/var/folders/26/56bpwjwj1jjdf17jfbmxt1d80000gp/T/5c3e734a-6dc2-4863-8b64-f62ebded4e7d/cTemp/sites/default/files/img/IMG_6512_Original.jpg","","","",""
"Notice","W14010: media file not found  /private/var/folders/26/56bpwjwj1jjdf17jfbmxt1d80000gp/T/5c3e734a-6dc2-4863-8b64-f62ebded4e7d/cTemp/sites/default/files/styles/dalle/public/img/IMG_6512_Original895f.jpg?itok=S6WZB9YV","","","",""
"Notice","W14010: media file not found  /private/var/folders/26/56bpwjwj1jjdf17jfbmxt1d80000gp/T/5c3e734a-6dc2-4863-8b64-f62ebded4e7d/cTemp/sites/default/files/img/IMG_7655.jpg","","","",""
"Notice","W14010: media file not found  /private/var/folders/26/56bpwjwj1jjdf17jfbmxt1d80000gp/T/5c3e734a-6dc2-4863-8b64-f62ebded4e7d/cTemp/sites/default/files/styles/dalle/public/img/IMG_76559f59.jpg?itok=0muA_OgX","","","",""
"Notice","W14010: media file not found  /private/var/folders/26/56bpwjwj1jjdf17jfbmxt1d80000gp/T/5c3e734a-6dc2-4863-8b64-f62ebded4e7d/cTemp/sites/default/files/img/DALL·E 2023-06-13 07.12.06.png","","","",""
"Notice","W14010: media file not found  /private/var/folders/26/56bpwjwj1jjdf17jfbmxt1d80000gp/T/5c3e734a-6dc2-4863-8b64-f62ebded4e7d/cTemp/sites/default/files/styles/dalle/public/img/DALL·E 2023-06-13 07.12.06b386.png?itok=tlNMagyT","","","",""
"Notice","W14010: media file not found  /private/var/folders/26/56bpwjwj1jjdf17jfbmxt1d80000gp/T/5c3e734a-6dc2-4863-8b64-f62ebded4e7d/cTemp/sites/default/files/img/00DD2952-DE9F-442B-988B-13D0EEC92C13.png","","","",""
"Notice","W14010: media file not found  /private/var/folders/26/56bpwjwj1jjdf17jfbmxt1d80000gp/T/5c3e734a-6dc2-4863-8b64-f62ebded4e7d/cTemp/sites/default/files/styles/dalle/public/img/00DD2952-DE9F-442B-988B-13D0EEC92C136722.png?itok=hl4a5xqI","","","",""
"Notice","W14010: media file not found  /private/var/folders/26/56bpwjwj1jjdf17jfbmxt1d80000gp/T/5c3e734a-6dc2-4863-8b64-f62ebded4e7d/cTemp/sites/default/files/img/IMG_7226.png","","","",""
"Notice","W14010: media file not found  /private/var/folders/26/56bpwjwj1jjdf17jfbmxt1d80000gp/T/5c3e734a-6dc2-4863-8b64-f62ebded4e7d/cTemp/sites/default/files/styles/dalle/public/img/IMG_7226854b.png?itok=iiUBrJS-","","","",""
"Notice","W14010: media file not found  /private/var/folders/26/56bpwjwj1jjdf17jfbmxt1d80000gp/T/5c3e734a-6dc2-4863-8b64-f62ebded4e7d/cTemp/sites/default/files/img/IMG_8557.jpg","","","",""
"Notice","W14010: media file not found  /private/var/folders/26/56bpwjwj1jjdf17jfbmxt1d80000gp/T/5c3e734a-6dc2-4863-8b64-f62ebded4e7d/cTemp/sites/default/files/styles/dalle/public/img/IMG_85572009.jpg?itok=0CKRMR3v","","","",""
"Notice","W14010: media file not found  /private/var/folders/26/56bpwjwj1jjdf17jfbmxt1d80000gp/T/5c3e734a-6dc2-4863-8b64-f62ebded4e7d/cTemp/sites/default/files/img/6899E61D-4705-4FF4-9ADC-C35F43A71A92_Original.jpg","","","",""
"Notice","W14010: media file not found  /private/var/folders/26/56bpwjwj1jjdf17jfbmxt1d80000gp/T/5c3e734a-6dc2-4863-8b64-f62ebded4e7d/cTemp/sites/default/files/styles/dalle/public/img/6899E61D-4705-4FF4-9ADC-C35F43A71A92_Originald3cd.jpg?itok=4p2TPhfa","","","",""
